,摘要,户型,面积,位置,价格,经度,纬度,行政区
5489,整租|王府井王府井社区1室1厅,1室1厅1卫,50,王府井  王府井社区,10800,116.41483,39.914286,东城区
5490,整租|东单东方豪庭公寓1室1厅,1室1厅1卫,45,东单  东方豪庭公寓,8500,116.413773,39.909876,东城区
5491,整租|贝客公寓立水桥佳运园店,1室1厅1卫,33,立水桥  佳运园(一区),3320,116.400026,40.046115,昌平区
5492,整租|沙河冠芳园2室1厅,2室1厅1卫,85,沙河  冠芳园,4600,116.305776,40.113351,昌平区
5493,整租|亚运村安慧北里逸园2室1厅,2室1厅1卫,75,亚运村  安慧北里逸园,6600,116.41395,40.000293,朝阳区
5494,整租|后沙峪蓝星花园2室1厅,2室1厅1卫,90,后沙峪  蓝星花园,4800,116.553937,40.088952,顺义区
5495,整租|北苑旭辉奥都2室1厅,2室1厅1卫,75,北苑  旭辉奥都,6500,116.415493,40.045524,朝阳区
5496,整租|运河大街运乔嘉园1室1厅,1室1厅1卫,53,运河大街  运乔嘉园,3680,116.690355,39.894491,通州区
5497,整租|双井首城国际2室2厅,2室2厅2卫,120,双井  首城国际,12000,116.469842,39.890794,朝阳区
5498,整租|昌平县城清秀园(北区)1室1厅,1室1厅1卫,35,昌平县城  清秀园(北区),3290,116.243357,40.218459,昌平区
5499,整租|土桥金隅通和园2室1厅,2室1厅1卫,88,土桥  金隅通和园,4660,116.703523,39.876668,通州区
5500,整租|亚运村安慧里(一区)2室1厅,2室1厅1卫,65,亚运村  安慧里(一区),8730,116.413959,39.992861,朝阳区
5501,整租|四季青常青园北里2室1厅,2室1厅1卫,82,四季青  常青园北里,7590,116.271529,39.962814,海淀区
5502,整租|梨园园景东区1室1厅,1室1厅1卫,50,梨园  园景东区,4330,116.667971,39.882063,通州区
5503,整租|牡丹园花园路1号院2室1厅,2室1厅1卫,54,牡丹园  花园路1号院,7990,116.364409,39.980338,海淀区
5504,整租|双井首城国际2室1厅,2室1厅1卫,90,双井  首城国际,10290,116.469842,39.890794,朝阳区
5505,整租|四季青五福玲珑居1室1厅,1室1厅1卫,50,四季青  五福玲珑居,7770,116.286389,39.939354,海淀区
5506,整租|苹果园叠翠庭苑1室1厅,1室1厅1卫,45,苹果园  叠翠庭苑,5230,116.202315,39.935562,石景山区
5507,整租|酒仙桥瞰都1室1厅,1室1厅1卫,43,酒仙桥  瞰都,8370,116.486415,39.961182,朝阳区
5508,整租|学院路太极小区2室1厅,2室1厅1卫,53,学院路  太极小区,7190,116.371493,39.989786,海淀区
5509,整租|四季青五福玲珑居2室1厅,2室1厅1卫,74,四季青  五福玲珑居,7830,116.286389,39.939354,海淀区
5510,整租|武夷花园水恋晶城2室1厅,2室1厅1卫,71,武夷花园  水恋晶城,4790,116.692884,39.917583,通州区
5511,整租|马家堡东亚三环1室1厅,1室1厅1卫,35,马家堡  东亚三环,5460,116.371798,39.836987,丰台区
5512,整租|马驹桥合生世界村1室1厅,1室1厅1卫,70,马驹桥  合生世界村,4090,116.545307,39.735745,通州区
5513,整租|天坛金鱼池(东区)2室1厅,2室1厅1卫,53,天坛  金鱼池(东区),6790,116.410861,39.889752,东城区
5514,整租|亚运村慧忠里小区(B区1室1厅,1室1厅1卫,45,亚运村  慧忠里小区(B区),6260,116.406135,40.000561,朝阳区
5515,整租|梨园新城阳光1室1厅,1室1厅1卫,52,梨园  新城阳光,4360,116.663372,39.881885,通州区
5516,整租|朝阳门芳嘉园胡同小区1室1厅,1室1厅1卫,57,朝阳门  芳嘉园胡同小区,8030,116.427409,39.920326,东城区
5517,整租|土桥自由筑1室1厅,1室1厅1卫,49,土桥  自由筑,3490,116.698071,39.875726,通州区
5518,整租|苹果园西山奥园1室1厅,1室1厅1卫,52,苹果园  西山奥园,4860,116.178721,39.936845,石景山区
5519,整租|西八里庄恩济里小区1室1厅,1室1厅1卫,48,西八里庄  恩济里小区,6290,116.285045,39.931165,海淀区
5520,整租|将台路将府锦苑2室1厅,2室1厅1卫,100,将台路  将府锦苑,6860,116.52495,39.978214,朝阳区
5521,整租|梨园云景里(北区)1室1厅,1室1厅1卫,60,梨园  云景里(北区),4060,116.663651,39.878826,通州区
5522,整租|百子湾沿海赛洛城(北区2室1厅,2室1厅1卫,92,百子湾  沿海赛洛城(北区),8290,116.506325,39.899893,朝阳区
5523,整租|马驹桥合生世界花园1室1厅,1室1厅1卫,57,马驹桥  合生世界花园,4430,116.555459,39.739517,通州区
5524,整租|永定京西紫金新园小区1室1厅,1室1厅1卫,38,永定  京西紫金新园小区,3630,116.110399,39.891328,门头沟区
5525,整租|马家堡东亚三环1室1厅,1室1厅1卫,44,马家堡  东亚三环,5990,116.371798,39.836987,丰台区
5526,整租|马家堡东亚三环1室1厅,1室1厅1卫,45,马家堡  东亚三环,5730,116.371798,39.836987,丰台区
5527,整租|明光桥学院派1室1厅,1室1厅1卫,58,明光桥  学院派,8690,116.352572,39.958969,海淀区
5528,整租|马家堡嘉园二里1室1厅,1室1厅1卫,34,马家堡  嘉园二里,5130,116.367834,39.848582,丰台区
5529,整租|小西天五月华庭1室1厅,1室1厅1卫,40,小西天  五月华庭,6290,116.36847,39.952138,海淀区
5530,整租|常营卡夫卡公社1室1厅,1室1厅1卫,32,常营  卡夫卡公社,5730,116.573821,39.923604,朝阳区
5531,整租|西坝河西坝河西里1室1厅,1室1厅1卫,44,西坝河  西坝河西里,6090,116.437392,39.966461,朝阳区
5532,整租|清河清河文苑2室1厅,2室1厅1卫,65,清河  清河文苑,7230,116.342685,40.029619,海淀区
5533,整租|垡头金蝉南里1室1厅,1室1厅1卫,48,垡头  金蝉南里,5290,116.502721,39.862419,朝阳区
5534,整租|鲁谷六场宿舍2室1厅,2室1厅1卫,56,鲁谷  六场宿舍,5390,116.217814,39.902977,石景山区
5535,整租|马连洼安河家园四里1室1厅,1室1厅1卫,52,马连洼  安河家园四里,4860,116.351172,40.042825,海淀区
5536,整租|崇文门兴隆都市馨园1室1厅,1室1厅1卫,53,崇文门  兴隆都市馨园,7090,116.414046,39.895258,东城区
5537,整租|鲁谷紫御长安2室1厅,2室1厅1卫,48,鲁谷  紫御长安,7230,116.212304,39.903292,石景山区
5538,整租|月坛阜成门南大街小区2室1厅,2室1厅1卫,68,月坛  阜成门南大街小区,8590,116.355295,39.918716,西城区
5539,整租|永定路金沟河路5号院2室1厅,2室1厅1卫,52,永定路  金沟河路5号院,6660,116.267259,39.918843,海淀区
5540,整租|朝阳公园枣营北里2室1厅,2室1厅1卫,50,朝阳公园  枣营北里,8730,116.470016,39.946782,朝阳区
5541,整租|青塔蔚园22号院1室1厅,1室1厅1卫,46,青塔  蔚园22号院,4730,116.258981,39.894754,丰台区
5542,整租|虎坊桥陶然北岸韵竹园1室1厅,1室1厅1卫,60,虎坊桥  陶然北岸韵竹园,7690,116.383276,39.88432,西城区
5543,整租|老山老山西里2室1厅,2室1厅1卫,46,老山  老山西里,5230,116.21846,39.909911,石景山区
5544,整租|双井后现代城(B区)2室1厅,2室1厅1卫,90,双井  后现代城(B区),10430,116.486207,39.899035,朝阳区
5545,整租|垡头燕保祈东家园2室1厅,2室1厅1卫,80,垡头  燕保祈东家园,4790,116.53397,39.85315,朝阳区
5546,整租|万柳汇新家园2室1厅,2室1厅1卫,86,万柳  汇新家园,11230,116.297418,39.966576,海淀区
5547,整租|芍药居绿雅阁1室1厅,1室1厅1卫,52,芍药居  绿雅阁,6660,116.436052,39.988455,朝阳区
5548,整租|酒仙桥瞰都1室1厅,1室1厅1卫,61,酒仙桥  瞰都,8260,116.486415,39.961182,朝阳区
5549,整租|城子街道迎晖北苑1室1厅,1室1厅1卫,44,城子街道   迎晖北苑,3460,116.117159,39.919856,门头沟区
5550,整租|北七家名佳花园(三区)1室1厅,1室1厅1卫,69,北七家  名佳花园(三区),4760,116.418524,40.106328,昌平区
5551,整租|大望路金港国际1室1厅,1室1厅1卫,56,大望路  金港国际,7390,116.48019,39.898216,朝阳区
5552,整租|马连洼天秀花园安和园2室1厅,2室1厅1卫,78,马连洼  天秀花园安和园,7830,116.273566,40.019748,海淀区
5553,整租|酒仙桥瞰都1室1厅,1室1厅1卫,60,酒仙桥  瞰都,8430,116.486415,39.961182,朝阳区
5554,整租|大望路光辉南里小区2室1厅,2室1厅1卫,64,大望路  光辉南里小区,7190,116.473243,39.90569,朝阳区
5555,整租|昌平县城清秀园(北区)1室1厅,1室1厅1卫,34,昌平县城  清秀园(北区),3590,116.243357,40.218459,昌平区
5556,整租|崇文门新景家园(东区)1室1厅,1室1厅1卫,27,崇文门  新景家园(东区),5690,116.425516,39.895459,东城区
5557,整租|八角西引力1室1厅,1室1厅1卫,50,八角  西引力,5430,116.209509,39.90209,石景山区
5558,整租|田村兰德华庭1室1厅,1室1厅1卫,57,田村  兰德华庭,6530,116.249727,39.929303,海淀区
5559,整租|乐乎社区宋庄宋庄创意工坊,1室1厅1卫,25,宋庄  华通艺术园区,1300,116.717394,39.94613,通州区
5560,整租|百子湾沿海赛洛城(北区1室1厅,1室1厅1卫,45,百子湾  沿海赛洛城(北区),5860,116.506325,39.899893,朝阳区
5561,整租|土桥高丽园1室1厅,1室1厅1卫,57,土桥  高丽园,4290,116.6872,39.867596,通州区
5562,整租|花家地望京路10号院2室1厅,2室1厅1卫,56,花家地  望京路10号院,8190,116.474244,39.988657,朝阳区
5563,整租|梨园当代名筑家园1室1厅,1室1厅1卫,42,梨园  当代名筑家园,3990,116.665124,39.889574,通州区
5564,整租|万柳怡秀园2室1厅,2室1厅1卫,76,万柳  怡秀园,9260,116.303697,39.963245,海淀区
5565,整租|百子湾石门新居2室1厅,2室1厅1卫,85,百子湾  石门新居,8130,116.497256,39.895877,朝阳区
5566,整租|苹果园西山奥园1室1厅,1室1厅1卫,49,苹果园  西山奥园,4930,116.178721,39.936845,石景山区
5567,整租|土桥铭悦雅园1室1厅,1室1厅1卫,51,土桥  铭悦雅园,4030,116.697754,39.870216,通州区
5568,整租|四季青五福玲珑居1室1厅,1室1厅1卫,38,四季青  五福玲珑居,5890,116.286389,39.939354,海淀区
5569,整租|马连洼安河家园四里1室1厅,1室1厅1卫,70,马连洼  安河家园四里,5190,116.351172,40.042825,海淀区
5570,整租|梨园高楼金第2室1厅,2室1厅1卫,79,梨园  高楼金第,4390,116.687315,39.864429,通州区
5571,整租|苹果园西山奥园1室1厅,1室1厅1卫,49,苹果园  西山奥园,4930,116.178721,39.936845,石景山区
5572,整租|新宫南庭新苑南区2室1厅,2室1厅1卫,59,新宫  南庭新苑南区,5490,116.369094,39.803055,丰台区
5573,整租|永定门城市亮点1室1厅,1室1厅1卫,47,永定门  城市亮点,4990,116.402161,39.867832,东城区
5574,整租|岳各庄熙公馆1室1厅,1室1厅1卫,45,岳各庄  熙公馆,4890,116.256331,39.886494,丰台区
5575,整租|宣武门椿树园奥运社区1室1厅,1室1厅1卫,45,宣武门  椿树园奥运社区,6690,116.378121,39.893938,西城区
5576,整租|古城石景山区古城南里2室1厅,2室1厅1卫,68,古城  石景山区古城南里住宅小区,5790,116.18856,39.906809,石景山区
5577,整租|双井后现代城(D区)2室1厅,2室1厅1卫,99,双井  后现代城(D区),9960,116.486207,39.899035,朝阳区
5578,整租|科技园区郭公庄幸福家园西1室2厅,1室2厅1卫,43,科技园区  郭公庄幸福家园西区,6030,116.306934,39.818236,丰台区
5579,整租|角门角门13号院1室1厅,1室1厅1卫,30,角门  角门13号院,4860,116.375306,39.841695,丰台区
5580,整租|崇文门崇西小区2室1厅,2室1厅1卫,57,崇文门  崇西小区,8190,116.414636,39.900473,东城区
5581,整租|永定门城市亮点1室1厅,1室1厅1卫,47,永定门  城市亮点,5360,116.402161,39.867832,东城区
5582,整租|媒体村天居园1室1厅,1室1厅1卫,51,媒体村  天居园,6560,116.413625,40.038539,朝阳区
5583,整租|科技园区京投银泰万科西华1室1厅,1室1厅1卫,43,科技园区  京投银泰万科西华府,6890,116.304254,39.81308,丰台区
5584,整租|梨园新通国际花园(北1室1厅,1室1厅1卫,75,梨园  新通国际花园(北区),4860,116.67308,39.882938,通州区
5585,整租|百子湾石门新居2室1厅,2室1厅1卫,85,百子湾  石门新居,8230,116.497256,39.895877,朝阳区
5586,整租|亦庄国融国际1室1厅,1室1厅1卫,47,亦庄  国融国际,5230,116.50175,39.801437,大兴区
5587,整租|百子湾沿海赛洛城(北区1室1厅,1室1厅1卫,49,百子湾  沿海赛洛城(北区),6290,116.506325,39.899893,朝阳区
5588,整租|亦庄瀛景园1室1厅,1室1厅1卫,60,亦庄  瀛景园,5090,116.478344,39.794522,大兴区
5589,整租|杨庄西现代城1室1厅,1室1厅1卫,43,杨庄   西现代城,4790,116.189726,39.925436,石景山区
5590,整租|八角八角中里2室1厅,2室1厅1卫,58,八角  八角中里,5490,116.203571,39.912309,石景山区
5591,整租|马连洼安河家园四里1室1厅,1室1厅1卫,70,马连洼  安河家园四里,4990,116.351172,40.042825,海淀区
5592,整租|梨园当代名筑家园1室1厅,1室1厅1卫,53,梨园  当代名筑家园,4430,116.665124,39.889574,通州区
5593,整租|酒仙桥晶都国际1室1厅,1室1厅1卫,56,酒仙桥  晶都国际,6690,116.491656,39.966056,朝阳区
5594,整租|垡头垡头翠成馨园(E2室1厅,2室1厅1卫,78,垡头  垡头翠成馨园(E区),5960,116.50677,39.856047,朝阳区
5595,整租|三元桥远洋新干线1室1厅,1室1厅1卫,50,三元桥  远洋新干线,8730,116.460284,39.958231,朝阳区
5596,整租|左家庄左家庄北里2室1厅,2室1厅1卫,57,左家庄  左家庄北里,7590,116.441139,39.958687,朝阳区
5597,整租|朝阳公园麦子店街小区1室1厅,1室1厅1卫,38,朝阳公园  麦子店街小区,6690,116.473034,39.939343,朝阳区
5598,整租|魏公村民大附中家属区1室1厅,1室1厅1卫,47,魏公村  民大附中家属区,7860,116.316325,39.950439,海淀区
5599,整租|官园西直门南大街小区2室1厅,2室1厅1卫,56,官园  西直门南大街小区,9230,116.35637,39.934992,西城区
5600,整租|垡头金蝉北里21号院2室1厅,2室1厅1卫,61,垡头  金蝉北里21号院,5530,116.509203,39.868874,朝阳区
5601,整租|酒仙桥梵谷水郡1室1厅,1室1厅1卫,40,酒仙桥  梵谷水郡,5860,116.50664,39.960684,朝阳区
5602,整租|酒仙桥驼房营南里2室1厅,2室1厅1卫,55,酒仙桥  驼房营南里,7190,116.503405,39.959242,朝阳区
5603,整租|永定路金沟河路5号院1室1厅,1室1厅1卫,43,永定路  金沟河路5号院,5590,116.267259,39.918843,海淀区
5604,整租|亦庄林肯公园(B区)1室1厅,1室1厅1卫,53,亦庄  林肯公园(B区),6230,116.495631,39.806396,大兴区
5605,整租|亦庄东晶国际公寓1室1厅,1室1厅1卫,36,亦庄  东晶国际公寓,4290,116.493667,39.799672,大兴区
5606,整租|崇文门新景家园(东区)1室1厅,1室1厅1卫,59,崇文门  新景家园(东区),7460,116.425516,39.895459,东城区
5607,整租|田村金隅瑞和园1室1厅,1室1厅1卫,55,田村  金隅瑞和园,5560,116.23423,39.920814,海淀区
5608,整租|马家堡玺萌丽苑1室1厅,1室1厅1卫,57,马家堡  玺萌丽苑,5860,116.363629,39.849816,丰台区
5609,整租|西三旗育新花园2室1厅,2室1厅1卫,77,西三旗  育新花园,6790,116.345377,40.056801,海淀区
5610,整租|万柳蜂鸟家园1室1厅,1室1厅1卫,62,万柳  蜂鸟家园,9690,116.297509,39.963848,海淀区
5611,整租|永定石门营新区(五区2室1厅,2室1厅1卫,63,永定  石门营新区(五区),3990,116.100379,39.888283,门头沟区
5612,整租|劲松平乐园小区2室1厅,2室1厅1卫,63,劲松  平乐园小区,6660,116.481386,39.882273,朝阳区
5613,整租|梨园新城阳光2室1厅,2室1厅1卫,91,梨园  新城阳光,5290,116.663372,39.881885,通州区
5614,整租|双井首城国际2室1厅,2室1厅1卫,78,双井  首城国际,9660,116.469842,39.890794,朝阳区
5615,整租|乔庄玉桥南里(南区)2室1厅,2室1厅1卫,55,乔庄  玉桥南里(南区),4770,116.687772,39.88668,通州区
5616,整租|紫竹桥紫竹院路小区2室1厅,2室1厅1卫,51,紫竹桥  紫竹院路小区,7660,116.307502,39.942488,海淀区
5617,整租|皂君庙智地钻河公馆1室1厅,1室1厅1卫,46,皂君庙  智地钻河公馆,8160,116.350759,39.94489,海淀区
5618,整租|百万庄百万庄卯区2室1厅,2室1厅1卫,60,百万庄  百万庄卯区,7390,116.336352,39.928712,西城区
5619,整租|马连洼安河家园四里2室1厅,2室1厅1卫,90,马连洼  安河家园四里,5960,116.351172,40.042825,海淀区
5620,整租|亦庄贵园南里丙区2室1厅,2室1厅1卫,59,亦庄  贵园南里丙区,5030,116.48331,39.792222,大兴区
5621,整租|马驹桥融科香雪兰溪1室1厅,1室1厅1卫,71,马驹桥  融科香雪兰溪,4360,116.537505,39.743225,通州区
5622,整租|永定京西紫金新园小区1室1厅,1室1厅1卫,37,永定  京西紫金新园小区,3290,116.110399,39.891328,门头沟区
5623,整租|北苑城锦苑2室1厅,2室1厅1卫,91,北苑  城锦苑,8490,116.424052,40.03739,朝阳区
5624,整租|北苑美立方1室1厅,1室1厅1卫,57,北苑  美立方,6130,116.418446,40.038729,朝阳区
5625,整租|航天桥科委宿舍2室1厅,2室1厅1卫,49,航天桥  科委宿舍,7590,116.303198,39.927479,海淀区
5626,整租|武夷花园京贸国际城1室1厅,1室1厅1卫,60,武夷花园  京贸国际城,4760,116.6846,39.919268,通州区
5627,整租|梨园梨园小镇1室1厅,1室1厅1卫,71,梨园  梨园小镇,4130,116.739693,40.124833,顺义区
5628,整租|北苑美立方1室1厅,1室1厅1卫,45,北苑  美立方,5890,116.418446,40.038729,朝阳区
5629,整租|梨园梨园东里南区2室1厅,2室1厅1卫,70,梨园  梨园东里南区,4290,116.683213,39.883379,通州区
